timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-04-29T19:34:58,Nural_network_Model,c46a1fe8-3740-4902-bd81-d34a1c773a33,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,14.573827599990182,4.477511189838279e-05,3.072295976549973e-06,5.036266587461539,0.9894451965937654,10.0,1.9680199358426e-05,4.004725425999975e-06,3.907445111124414e-05,6.275937589567013e-05,0.0,India,IND,uttar pradesh,,,Windows-11-10.0.26200-SP0,3.13.9,3.2.6,12,AMD Ryzen 5 5600H with Radeon Graphics,1,1 x NVIDIA GeForce GTX 1650,80.3479,26.4631,7.341899871826172,machine,0.0,0.0,92.80833333333334,6.813219706217448,N,1.0,0.0
2026-04-29T19:41:34,Nural_network_Model,2a3596ab-34e5-45c1-ab66-8af7cc6e52dc,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,13.613133099977858,4.1701524908375886e-05,3.0633304326131737e-06,5.0342131938461545,0.9822256386691854,10.0,1.8329837471513257e-05,3.7133363039999713e-06,3.640808555549787e-05,5.845125933101109e-05,0.0,India,IND,uttar pradesh,,,Windows-11-10.0.26200-SP0,3.13.9,3.2.6,12,AMD Ryzen 5 5600H with Radeon Graphics,1,1 x NVIDIA GeForce GTX 1650,80.3498,26.4652,7.341899871826172,machine,0.0,0.0,91.78333333333336,6.738956133524577,N,1.0,0.0
2026-04-29T19:44:03,Nural_network_Model,c599be7f-73bc-449d-b617-407786ca4883,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,13.809375200071372,4.2681593352604165e-05,3.090769331286152e-06,5.171142494423078,0.9808501037115684,10.0,1.911026864949875e-05,3.7616696759999496e-06,3.695304138915769e-05,5.982497971465639e-05,0.0,India,IND,uttar pradesh,,,Windows-11-10.0.26200-SP0,3.13.9,3.2.6,12,AMD Ryzen 5 5600H with Radeon Graphics,1,1 x NVIDIA GeForce GTX 1650,80.3498,26.4652,7.341899871826172,machine,2.3833333333333333,0.0,83.625,6.139074643452962,N,1.0,0.0
2026-04-29T19:45:20,Nural_network_Model,24882166-b566-4ffd-b1cb-2795239455b4,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,13.039282100042328,3.915778179826742e-05,3.0030627068142275e-06,4.755683820375001,0.9717675840954166,10.0,1.6556071596694883e-05,3.5188917039999617e-06,3.481083916687769e-05,5.4885802467572535e-05,0.0,India,IND,uttar pradesh,,,Windows-11-10.0.26200-SP0,3.13.9,3.2.6,12,AMD Ryzen 5 5600H with Radeon Graphics,1,1 x NVIDIA GeForce GTX 1650,80.3479,26.4631,7.341899871826172,machine,0.0,0.0,84.74545454545455,6.223216316916726,N,1.0,0.0
